Año,NUMERO DE EXPEDIENTE,No. de oficio,Fecha de oficio,Area,Infractor,Tipo de infractor,Clave del infractor,Cve. conducta infractora,Conducta infractora,Disposiciones infringidas,Preceptos sancionadores,Fecha de comisión de la irregularidad,Tipo de sanción,Monto
2018,"-S0058""18""",06-C00-23100/38142,05/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"METLIFE MÁS, S.A. DE C.V.",S,58,F08-CIS0090,Incorrecta presentación de informacion financiera ,107,139 Fracción XXI,26/06/2017,Multa,0
2018,"S0003""18""",06-C00-23100/38153,05/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Allianz México, S.A., Compañía de Seguros",S,3,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,31/07/2017,Multa,0
2018,"-S0079""18""",06-C00-23100/38162,05/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS BBVA BANCOMER, S.A. DE C.V., GRUPO FINANCIERO BBVA BANCOMER",S,79,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/10/2015,Multa,0
2018,"S0045""18""",06-C00-23100/38261,04/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Principal Seguros, S.A. de C.V., Principal Grupo Financiero",S,45,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,22/02/2018,Multa,0
2018,"-S0043""18""",06-C00-23100/38836,09/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,01/11/2016,Multa,0
2018,"S0018""18""",06-C00-23100/38955,10/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Zurich Santander Seguros México, S.A.",S,18,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,09/02/2017,Multa,0
2018,"S0018""18""",06-C00-23100/39048,10/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Zurich Santander Seguros México, S.A.",S,18,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,02/02/2018,Multa,0
2018,"-S0010""18""",06-C00-23100/39143,11/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,40689.11
2018,"S0045""18""",06-C00-23100/39154,11/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Principal Seguros, S.A. de C.V., Principal Grupo Financiero",S,45,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2018,"-S0039""18""",06-C00-23100/39375,12/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,67,111 Fracción XXI,19/05/2017,Multa,0
2018,"-S0013""16""",06-C00-23100/39395,12/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F08-CIS0090,Incorrecta presentación de informacion financiera ,107,139 Fracción XXI,21/06/2017,Multa,0
2018,"S0045""18""",06-C00-23100/39419,12/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Principal Seguros, S.A. de C.V., Principal Grupo Financiero",S,45,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2018,"S0018""18""",06-C00-23100/39506,13/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Der Neue Horizont Re, S.A.",S,122,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,01/08/2017,Multa,0
2018,"-S0088""18""",06-C00-23100/39508,13/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"OLD MUTUAL LIFE, S.A. DE C.V.",S,88,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/08/2017,Multa,33366.58
2018,"S0093""18""",06-C00-23100/39530,13/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SOMPO SEGUROS MÉXICO, S.A. DE C.V.",S,93,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,30/09/2015,Multa,0
2018,"-S0103""18""",06-C00-23100/39921,17/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,25/04/2017,Multa,35782.26
2018,"S0070""18""",06-C00-23100/40007,17/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"STEWART TITLE GUARANTY DE MÉXICO, S.A. DE C.V.",S,70,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,02/08/2017,Multa,0
2018,"-S0010""18""",06-C00-23100/40081,17/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,40689.11
2018,"S0066""18""",06-C00-23100/40089,18/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"XL Seguros México, S.A. de C.V.",S,66,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,01/08/2017,Multa,0
2018,"S0074""18""",06-C00-23100/40134,19/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Agroasemex, S.A.",S,74,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,23/05/2017,Multa,0
2018,"S0089""18""",06-C00-23100/40148,19/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"A.N.A. Compañía de Seguros, S.A. de C.V.",S,89,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2018,"S0115""18""",06-C00-23100/40432,24/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SPT, SOCIEDAD MUTUALISTA DE SEGUROS",S,115,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,09/02/2018,Multa,0
2018,"-S0076""18""",06-C00-23100/40527,25/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI GLOBAL SEGUROS, S.A.",S,76,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,01/08/2017,Multa,33215.6
2018,"F0001""18""",06-C00-23100/40612,26/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"CRÉDITO AFIANZADOR, S.A., COMPAÑÍA MEXICANA DE GARANTÍAS",F,1,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,67,111 Fracción XXI,03/11/2017,Multa,0
2018,"-S0009""18""",06-C00-23100/40632,26/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"GENERAL DE SEGUROS, S.A.",S,9,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,15/02/2018,Multa,52228.8
2018,"S0048""15""",06-C00-23100/40658,26/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"AXA Seguros, S.A. de C.V.",S,48,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,17/06/2015,Multa,0
2018,"-S0103""18""",06-C00-23100/40740,27/07/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,35782.26
2017,,06-C00-23100/41422,18/07/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SOMPO SEGUROS MÉXICO, S.A. DE C.V.",S,93,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,01/02/2017,Multa,0
2017,,06-C00-23100/41424,18/07/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS AFIRME, S.A. DE C.V., AFIRME GRUPO FINANCIERO",S,94,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,22/02/2017,Multa,0
2017,,06-C00-23100/41483,25/07/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"DER NEUE HORIZONT RE, S.A.",S,122,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,01/08/2016,Multa,0
2018,"-S0111""18""",06-C00-23100/41869,02/08/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"INSIGNIA LIFE, S.A. DE C.V.",S,111,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/02/2018,Multa,35867
2018,"S0089""18""",06-C00-23100/42049,03/08/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"A.N.A. Compañía de Seguros, S.A. de C.V.",S,89,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2018,"S0027""18""",06-C00-23100/42055,03/08/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI SEGUROS, S.A. DE C.V.",S,27,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/10/2015,Multa,0
2018,"S0006""18""",06-C00-23100/42380,07/08/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Patrimonial Inbursa, S.A.",S,6,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,24/03/2017,Multa,0
2017,,06-C00-23100/43004,26/07/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"ARMOUR SECURE INSURANCE, S.A. DE C.V.",S,110,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,01/10/2015,Multa,74943.4
2018,"S0022""18""",06-C00-23100/43012,07/08/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Inbursa, S.A., Grupo Financiero Inbursa",S,22,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,06/02/2018,Multa,0
2017,"C00.231.17.1.1-S0092""17""",06-C00-23100/43110,27/07/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"GRUPO MEXICANO DE SEGUROS, S.A. DE C.V.",S,92,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/44167,02/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Zurich Santander Seguros México, S.A.",S,18,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,30/09/2015,Multa,0
2017,,06-C00-23100/45266,09/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"XL SEGUROS MÉXICO, S.A. DE C.V.",S,66,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,21/02/2017,Multa,0
2017,,06-C00-23100/45941,11/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"XL Seguros México, S.A. de C.V.",S,66,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,08/06/2017,Multa,0
2018,"S0109""18""",06-C00-23100/46174,29/08/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"FM GLOBAL DE MÉXICO, S.A. DE C.V.",S,109,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/08/2017,Multa,0
2017,,06-C00-23100/46847,14/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI GLOBAL SEGUROS, S.A.",S,76,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/46946,15/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI GLOBAL SEGUROS, S.A.",S,76,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/46963,15/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI Seguros, S.A. de C.V.",S,27,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,30/09/2015,Multa,0
2017,,06-C00-23100/46967,15/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS SURA, S.A. DE C.V.",S,10,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/09/2015,Multa,0
2017,,06-C00-23100/46968,15/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"XL Seguros México, S.A. de C.V.",S,66,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/10/2015,Multa,0
2017,,06-C00-23100/46975,15/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"DER NEUE HORIZONT RE, S.A.",S,122,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,26/10/2016,Multa,0
2018,"-S0076""18""",06-C00-23100/47700,05/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI GLOBAL SEGUROS, S.A.",S,76,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,06/03/2018,Multa,0
2018,"-S0076""18""",06-C00-23100/47700,05/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI GLOBAL SEGUROS, S.A.",S,76,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,06/03/2018,Multa,41025.4
2017,,06-C00-23100/48254,23/08/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/07/2016,Multa,0
2018,"-S0043""18""",06-C00-23100/48584,11/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,03/11/2017,Multa,0
2018,"-S0082""18""",06-C00-23100/49042,13/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"ZURICH VIDA, COMPAÑÍA DE SEGUROS, S.A.",S,82,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,02/08/2017,Multa,39783.23
2018,"-S0103""18""",06-C00-23100/49533,17/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,15098
2018,"S0041""18""",06-C00-23100/50005,20/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"MAPFRE MÉXICO, S.A.",S,41,F07-CILISF0001,No entrega de información dentro del plazo establecido.,"389, CUSF",485 fracción I inciso d),26/06/2018,Multa,0
2018,"-S0013""18""",06-C00-23100/50055,21/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2018,"-S0013""18""",06-C00-23100/50055,21/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2018,"S0070""18""",06-C00-23100/50369,25/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"STEWART TITLE GUARANTY DE MÉXICO, S.A. DE C.V.",S,70,F07-CILISF0001,No entrega de información dentro del plazo establecido.,"389, CUSF",485 fracción I inciso d),02/02/2016,Multa,82973.44
2018,"-S0048""18""",06-C00-23100/50430,25/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"AXA SEGUROS, S.A. DE C.V.",S,48,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,03/03/2017,Multa,0
2018,"-S0012""18""",06-C00-23100/50432,25/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"AIG SEGUROS MÉXICO, S.A. DE C.V.",S,12,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,02/02/2016,Multa,0
2018,"S0124""18""",06-C00-23000-50861,28/09/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"UMBRELLA COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,124,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,23/08/2017,Multa,0
2017,,06-C00-23100/52895,11/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"QUÁLITAS, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,46,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,01/02/2017,Amonestación,0
2017,,06-C00-23100/52922,11/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/52961,11/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"INSIGNIA LIFE, S.A. DE C.V.",S,111,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,09/02/2017,Amonestación,0
2017,,06-C00-23100/53378,13/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS ATLAS, S.A.",S,23,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,01/11/2016,Multa,49813.28
2017,,06-C00-23100/53392,13/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI Seguros, S.A. de C.V.",S,27,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2017,,06-C00-23100/53408,13/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"HDI SEGUROS, S.A. DE C.V.",S,27,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,02/02/2016,Multa,0
2017,.,06-C00-23100/53420,13/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"ZURICH ASEGURADORA MEXICANA, S.A. DE C.V.",S,37,F04-CIS0016,Desviación en la constitución de la reserva para obligaciones pendientes de cumplir de instituciones de seguros,46-II y 50,139 Fracción XXI,20/04/2015,Multa,0
2017,,06-C00-23100/54816,25/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"AGROASEMEX, S.A.",S,74,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,08/02/2017,Multa,0
2017,,06-C00-23100/56033,29/09/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,"C00.231.26.1.-S0103""17""",06-C00-23100/58070,12/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/58303,16/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"A.N.A. COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,89,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,20/07/2016,Multa,0
2017,,06-C00-23100/58678,17/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"TLÁLOC SEGUROS, S.A.",S,123,F07-CILISF0001,No entrega de información dentro del plazo establecido.,"389, CUSF",485 fracción I inciso d),02/11/2016,Multa,0
2017,,06-C00-23100/58795,17/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"XL SEGUROS MÉXICO, S.A. DE C.V.",S,66,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,03/07/2017,Multa,0
2017,,06-C00-23100/58799,17/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Der Neue Horizont Re, S.A.",S,122,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,09/02/2017,Multa,0
2017,,06-C00-23100/58815,17/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"GRUPO NACIONAL PROVINCIAL, S.A.B.",S,43,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/59277,18/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Sura, S.A. de C.V.",S,10,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,02/02/2016,Multa,0
2017,,06-C00-23100/59278,18/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Zurich Santander Seguros México, S.A.",S,18,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/10/2015,Multa,"  113632.10 	_"
2017,"C00.231.26.1-S0056""17""",06-C00-23100/59618,09/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"TORREÓN, SOCIEDAD MUTUALISTA DE SEGUROS",S,56,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,01/10/2015,Multa,0
2017,.,06-C00-23100/60812,30/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SOMPO SEGUROS MÉXICO, S.A. DE C.V.",S,93,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/10/2015,Multa,0
2017,,06-C00-23100/60815,30/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"CHUBB SEGUROS MÉXICO, S.A.",S,39,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,07/02/2017,Multa,0
2017,,06-C00-23100/60855,30/10/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"ZURICH, COMPAÑÍA DE SEGUROS, S.A.",S,25,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/10/2015,Multa,0
2017,,06-C00-23100/61675,07/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,30/09/2015,Multa,0
2017,"C00.231.26.1-S0089""15""",06-C00-23100/61707,07/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,,,,F33-CIOF0008,"Al actuario que firme la nota técnica sin apegarse a lo dispuesto en el artículo 36-D, fracción I inciso b) y fracción II inciso b) ","Artículo 36-D, fracción I inciso b) y fracción II inciso b) ",139 Fracción IX Bis-3,01/04/2015,Multa,13458
2017,,06-C00-23100/61966,07/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"CHUBB SEGUROS MÉXICO, S.A.",S,2,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,22/09/2015,Multa,0
2017,"C00.231.26.1-S0056""17""",06-C00-23100/62152,09/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"TORREÓN, SOCIEDAD MUTUALISTA DE SEGUROS",S,56,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,30/01/2015,Multa,76829.6
2017,"C00.231.26.1-S0056""17""",06-C00-23100/62153,09/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"TORREÓN, SOCIEDAD MUTUALISTA DE SEGUROS",S,56,F07-CIS0035,No entrega de información técica-actuarial en el plazo establecido ,107,139  Fracción XVIII ,30/01/2015,Multa,76829.6
2017,,06-C00-23100/62171,09/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS EL POTOSÍ, S.A.",S,8,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,24/09/2015,Multa,0
2017,,06-C00-23100/62212,09/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"LA LATINOAMERICANA SEGUROS, S.A.",S,13,F07-CIS0109,No entrega en el plazo establecido de otra información ,107,139 Fracción XVIII,29/10/2015,Multa,0
2017,,06-C00-23100/62605,13/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"ZURICH, COMPAÑÍA DE SEGUROS, S.A.",S,25,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/62654,13/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"QUÁLITAS, COMPAÑÍA DE SEGUROS, S.A. DE C.V.",S,46,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,31/03/2016,Multa,0
2017,,06-C00-23100/63153,14/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS SURA, S.A. DE C.V.",S,10,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,.,06-C00-23100/63156,14/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"INSIGNIA LIFE, S.A. DE C.V.",S,111,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,19/10/2016,Multa,0
2017,,06-C00-23100/63478,15/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"SEGUROS AZTECA DAÑOS, S.A. DE C.V.",S,103,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,08/02/2017,Multa,0
2017,,06-C00-23100/63856,17/11/2017,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"ISTMO MÉXICO, COMPAÑÍA DE REASEGUROS, S.A. DE C.V.",S,63,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,11/03/2017,Amonestación,0
2018,,06-C00-23100/51882,08/10/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Seguros Inbursa, S.A., Grupo Financiero Inbursa",S,22,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,02/05/2018,Multa,64883
2018,,06-C00-23100/51893,08/10/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Patrimonial Inbursa, S.A.",S,6,F08-CIS0036,Incorrecta presentacion de informacion técnica-actuarial,107,139 Fracción XXI,30/04/2018,Multa,49891.4
2018,,06-C00-23100/53663,22/10/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Fianzas Avanza, S.A. de C.V.",F,26,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,67,111 Fracción XXI,,Amonestación,0
2018,,06-C00-23100/53842,25/10/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Berkley International Fianzas México, S.A. de C.V.",F,25,F08-CIF0018,Incorrecta presentación de información técnica-actuarial.,67,111 Fracción XXI,11/07/2017,Amonestación,0
2018,,06-C00-23100/54284,23/10/2018,DIRECCIÓN DE VIGILANCIA ACTUARIAL,"Crédito Afianzador, S.A., Compañía Mexicana de Garantías",F,1,F08-CILISF0003,Incorrecta presentación de la información.,"389, CUSF",489,11/06/2015,Multa,25727
